,2002,2004,2006,2007,2009,2013,2014,2017,2018,2019,2021,2023
600,SAN PEDRO DE LOS C,SAN PEDRO DE LOS C,SAN PEDRO DE LOS COFANES,SAN PEDRO DE LOS COFANES,SAN PEDRO DE LOS COFANES,SAN PEDRO DE LOS COFANES,SAN PEDRO DE LOS COFANES,SAN PEDRO DE LOS COFANES,SAN PEDRO DE LOS COFANES,SAN PEDRO DE LOS COFANES,SAN PEDRO DE LOS COFANES,SAN PEDRO DE LOS COFANES
605,COLONCHE,COLONCHE,COLONCHE,COLONCHE,COLONCHE,COLONCHE,COLONCHE,COLONCHE,COLONCHE,COLONCHE,COLONCHE,COLONCHE
610,COLUMBE,COLUMBE,COLUMBE,COLUMBE,COLUMBE,COLUMBE,COLUMBE,COLUMBE,COLUMBE,COLUMBE,COLUMBE,COLUMBE
615,COMPUD,COMPUD,COMPUD,COMPUD,COMPUD,COMPUD,COMPUD,COMPUD,COMPUD,COMPUD,COMPUD,COMPUD
620,CONCEPCION,CONCEPCION,CONCEPCION,CONCEPCION,CONCEPCION,CONCEPCION,CONCEPCION,CONCEPCION,CONCEPCION,CONCEPCION,CONCEPCION,CONCEPCION
625,CONOCOTO,CONOCOTO,CONOCOTO,CONOCOTO,CONOCOTO,CONOCOTO,CONOCOTO,CONOCOTO,CONOCOTO,CONOCOTO,CONOCOTO,CONOCOTO
630,CONONACO,CONONACO,CONONACO,CONONACO,CONONACO,CONONACO,CONONACO,CONONACO,CONONACO,CONONACO,CONONACO,CONONACO
635,CONSTANTINO FERNANDEZ,CONSTANTINO FERNANDEZ,CONSTANTINO FERNANDEZ,CONSTANTINO FERNANDEZ,CONSTANTINO FERNANDEZ,CONSTANTINO FERNANDEZ,CONSTANTINO FERNANDEZ,CONSTANTINO FERNANDEZ,CONSTANTINO FERNANDEZ,CONSTANTINO FERNANDEZ,CONSTANTINO FERNANDEZ,CONSTANTINO FERNANDEZ
640,CONVENTO,CONVENTO,CONVENTO,CONVENTO,CONVENTO,CONVENTO,CONVENTO,CONVENTO,CONVENTO,CONVENTO,CONVENTO,CONVENTO
645,COPAL,COPAL,COPAL,COPAL,COPAL,COPAL,COPAL,COPAL,COPAL,COPAL,COPAL,COPAL
650,CORNEJO A./TANDAPI,CORNEJO A./TANDAPI,CORNEJO ASTORGA /TANDAPI,CORNEJO ASTORGA /TANDAPI,CORNEJO ASTORGA /TANDAPI,CORNEJO ASTORGA /TANDAPI,CORNEJO ASTORGA /TANDAPI,CORNEJO ASTORGA /TANDAPI,CORNEJO ASTORGA /TANDAPI,CORNEJO ASTORGA /TANDAPI,CORNEJO ASTORGA /TANDAPI,CORNEJO ASTORGA /TANDAPI
655,CRNL.CARLOS CONCHA,CRNL.CARLOS CONCHA,CRNL.CARLOS CONCHA TORRES,CRNL.CARLOS CONCHA TORRES,CRNL.CARLOS CONCHA TORRES,CRNL.CARLOS CONCHA TORRES,CRNL.CARLOS CONCHA TORRES,CRNL.CARLOS CONCHA TORRES,CRNL.CARLOS CONCHA TORRES,CRNL.CARLOS CONCHA TORRES,CRNL.CARLOS CONCHA TORRES,CRNL.CARLOS CONCHA TORRES
660,CRNEL.LORENZO GARA,CRNEL.LORENZO GARA,CRNEL. LORENZO GARAICOA,CRNEL. LORENZO GARAICOA,CRNEL. LORENZO GARAICOA,CRNEL. LORENZO GARAICOA,CRNEL. LORENZO GARAICOA,CRNEL. LORENZO GARAICOA,CRNEL. LORENZO GARAICOA,CRNEL. LORENZO GARAICOA,CRNEL. LORENZO GARAICOA,CRNEL. LORENZO GARAICOA
665,EL GUISMI,EL GUISMI,EL GUISMI,EL GUISMI,EL GUISMI,EL GUISMI,EL GUISMI,EL GUISMI,EL GUISMI,EL GUISMI,EL GUISMI,EL GUISMI
670,COSANGA,COSANGA,COSANGA,COSANGA,COSANGA,COSANGA,COSANGA,COSANGA,COSANGA,COSANGA,COSANGA,COSANGA
675,COTALO,COTALO,COTALO,COTALO,COTALO,COTALO,COTALO,COTALO,COTALO,COTALO,COTALO,COTALO
680,COTOGCHOA,COTOGCHOA,COTOGCHOA,COTOGCHOA,COTOGCHOA,COTOGCHOA,COTOGCHOA,COTOGCHOA,COTOGCHOA,COTOGCHOA,COTOGCHOA,COTOGCHOA
685,COTUNDO,COTUNDO,COTUNDO,COTUNDO,COTUNDO,COTUNDO,COTUNDO,COTUNDO,COTUNDO,COTUNDO,COTUNDO,COTUNDO
690,CRISTOBAL COLON,CRISTOBAL COLON,CRISTOBAL COLON,CRISTOBAL COLON,CRISTOBAL COLON,CRISTOBAL COLON,CRISTOBAL COLON,CRISTOBAL COLON,CRISTOBAL COLON,CRISTOBAL COLON,CRISTOBAL COLON,CRISTOBAL COLON
695,CRUZPAMBA/BUSTAMAN,CRUZPAMBA/BUSTAMAN,CRUZPAMBA/BUSTAMANTE,CRUZPAMBA/BUSTAMANTE,CRUZPAMBA/BUSTAMANTE,CRUZPAMBA/BUSTAMANTE,CRUZPAMBA/BUSTAMANTE,CRUZPAMBA/BUSTAMANTE,CRUZPAMBA/BUSTAMANTE,CRUZPAMBA/BUSTAMANTE,CRUZPAMBA/BUSTAMANTE,CRUZPAMBA/BUSTAMANTE
700,CUBE/CHANCAMA,CUBE/CHANCAMA,CUBE / CHANCAMA,CUBE / CHANCAMA,CUBE / CHANCAMA,CUBE / CHANCAMA,CUBE / CHANCAMA,CUBE / CHANCAMA,CUBE / CHANCAMA,CUBE / CHANCAMA,CUBE / CHANCAMA,CUBE / CHANCAMA
705,CUBIJIES,CUBIJIES,CUBIJIES,CUBIJIES,CUBIJIES,CUBIJIES,CUBIJIES,CUBIJIES,CUBIJIES,CUBIJIES,CUBIJIES,CUBIJIES
710,SAN JACINTO DE WAKANBEIS,SAN JACINTO DE WAKANBEIS,SAN JACINTO DE WAKAMBEIS,SAN JACINTO DE WAKAMBEIS,SAN JACINTO DE WAKAMBEIS,SAN JACINTO DE WAKAMBEIS,SAN JACINTO DE WAKAMBEIS,SAN JACINTO DE WAKAMBEIS,SAN JACINTO DE WAKAMBEIS,SAN JACINTO DE WAKAMBEIS,SAN JACINTO DE WAKAMBEIS,SAN JACINTO DE WAKAMBEIS
715,CUMANDA,CUMANDA,CUMANDA,CUMANDA,CUMANDA,CUMANDA,CUMANDA,CUMANDA,CUMANDA,CUMANDA,CUMANDA,CUMANDA
720,CUMBARATZA,CUMBARATZA,CUMBARATZA,CUMBARATZA,CUMBARATZA,CUMBARATZA,CUMBARATZA,CUMBARATZA,CUMBARATZA,CUMBARATZA,CUMBARATZA,CUMBARATZA
725,CUMBAYA,CUMBAYA,CUMBAYA,CUMBAYA,CUMBAYA,CUMBAYA,CUMBAYA,CUMBAYA,CUMBAYA,CUMBAYA,CUMBAYA,CUMBAYA
730,CUMBE,CUMBE,CUMBE,CUMBE,CUMBE,CUMBE,CUMBE,CUMBE,CUMBE,CUMBE,CUMBE,CUMBE
735,CURARAY,CURARAY,CURARAY,CURARAY,CURARAY,CURARAY,CURARAY,CURARAY,CURARAY,CURARAY,CURARAY,CURARAY
740,CURTINCAPA,CURTINCAPA,CURTINCAPA,CURTINCAPA,CURTINCAPAC,CURTINCAPAC,CURTINCAPAC,CURTINCAPAC,CURTINCAPAC,CURTINCAPAC,CURTINCAPAC,CURTINCAPAC
745,CUSUBAMBA,CUSUBAMBA,CUSUBAMBA,CUSUBAMBA,CUSUBAMBA,CUSUBAMBA,CUSUBAMBA,CUSUBAMBA,CUSUBAMBA,CUSUBAMBA,CUSUBAMBA,CUSUBAMBA
750,CUTCHIL,CUTCHIL,CUTCHIL,CUTCHIL,CUTCHIL,CUTCHIL,CUTCHIL,CUTCHIL,CUTCHIL,CUTCHIL,CUTCHIL,CUTCHIL
755,CUTUGLAGUA,CUTUGLAGUA,CUTUGLAGUA,CUTUGLAGUA,CUTUGLAGUA,CUTUGLAGUA,CUTUGLAGUA,CUTUGLAGUA,CUTUGLAGUA,CUTUGLAGUA,CUTUGLAGUA,CUTUGLAGUA
760,CUYABENO,CUYABENO,CUYABENO,CUYABENO,CUYABENO,CUYABENO,CUYABENO,CUYABENO,CUYABENO,CUYABENO,CUYABENO,CUYABENO
765,CUYUJA,CUYUJA,CUYUJA,CUYUJA,CUYUJA,CUYUJA,CUYUJA,CUYUJA,CUYUJA,CUYUJA,CUYUJA,CUYUJA
770,CRUCITA,CRUCITA,CRUCITA,CRUCITA,CRUCITA,CRUCITA,CRUCITA,CRUCITA,CRUCITA,CRUCITA,CRUCITA,CRUCITA
775,CANAQUEMADA,CANAQUEMADA,CANAQUEMADA,CANAQUEMADA,CANAQUEMADA,CANAQUEMADA,CANAQUEMADA,CANAQUEMADA,CANAQUEMADA,CANAQUEMADA,CANAQUEMADA,CANAQUEMADA
780,SIETE DE JULIO,SIETE DE JULIO,SIETE DE JULIO,SIETE DE JULIO,SIETE DE JULIO,SIETE DE JULIO,SIETE DE JULIO,SIETE DE JULIO,SIETE DE JULIO,SIETE DE JULIO,SIETE DE JULIO,SIETE DE JULIO
785,ATAHUALPA,ATAHUALPA,ATAHUALPA,ATAHUALPA,ATAHUALPA,ATAHUALPA,ATAHUALPA,ATAHUALPA,ATAHUALPA,ATAHUALPA,ATAHUALPA,ATAHUALPA
790,EL INGENIO,EL INGENIO,EL INGENIO,EL INGENIO,EL INGENIO,EL INGENIO,EL INGENIO,EL INGENIO,EL INGENIO,EL INGENIO,EL INGENIO,EL INGENIO
795,SAN LUIS DE PAMBIL,SAN LUIS DE PAMBIL,SAN LUIS DE PAMBIL,SAN LUIS DE PAMBIL,SAN LUIS DE PAMBIL,SAN LUIS DE PAMBIL,SAN LUIS DE PAMBIL,SAN LUIS DE PAMBIL,SAN LUIS DE PAMBIL,SAN LUIS DE PAMBIL,SAN LUIS DE PAMBIL,SAN LUIS DE PAMBIL
800,CUNCHIBAMBA,CUNCHIBAMBA,CUNCHIBAMBA,CUNCHIBAMBA,CUNCHIBAMBA,CUNCHIBAMBA,CUNCHIBAMBA,CUNCHIBAMBA,CUNCHIBAMBA,CUNCHIBAMBA,CUNCHIBAMBA,CUNCHIBAMBA
805,CHACRAS,CHACRAS,CHACRAS,CHACRAS,CHACRAS,CHACRAS,CHACRAS,CHACRAS,CHACRAS,CHACRAS,CHACRAS,CHACRAS
810,UNAMUNCHO,UNAMUNCHO,UNAMUNCHO,UNAMUNCHO,UNAMUNCHO,UNAMUNCHO,UNAMUNCHO,UNAMUNCHO,UNAMUNCHO,UNAMUNCHO,UNAMUNCHO,UNAMUNCHO
815,PALO QUEMADO,PALO QUEMADO,PALO QUEMADO,PALO QUEMADO,PALO QUEMADO,PALO QUEMADO,PALO QUEMADO,PALO QUEMADO,PALO QUEMADO,PALO QUEMADO,PALO QUEMADO,PALO QUEMADO
820,CHANDUY,CHANDUY,CHANDUY,CHANDUY,CHANDUY,CHANDUY,CHANDUY,CHANDUY,CHANDUY,CHANDUY,CHANDUY,CHANDUY
825,CHANGAIMINA/LA LIB,CHANGAIMINA/LA LIB,CHANGAIMINA /LA LIBERTAD,CHANGAIMINA /LA LIBERTAD,CHANGAIMINA /LA LIBERTAD,CHANGAIMINA /LA LIBERTAD,CHANGAIMINA /LA LIBERTAD,CHANGAIMINA /LA LIBERTAD,CHANGAIMINA /LA LIBERTAD,CHANGAIMINA /LA LIBERTAD,CHANGAIMINA /LA LIBERTAD,CHANGAIMINA /LA LIBERTAD
830,CHANTILIN,CHANTILIN,CHANTILIN,CHANTILIN,CHANTILIN,CHANTILIN,CHANTILIN,CHANTILIN,CHANTILIN,CHANTILIN,CHANTILIN,CHANTILIN
835,CHAQUINAL,CHAQUINAL,CHAQUINAL,CHAQUINAL,CHAQUINAL,CHAQUINAL,CHAQUINAL,CHAQUINAL,CHAQUINAL,CHAQUINAL,CHAQUINAL,CHAQUINAL
840,CHARAPOTO,CHARAPOTO,CHARAPOTO,CHARAPOTO,CHARAPOTO,CHARAPOTO,CHARAPOTO,CHARAPOTO,CHARAPOTO,CHARAPOTO,CHARAPOTO,CHARAPOTO
845,CHAUCHA/ANGAS,CHAUCHA/ANGAS,CHAUCHA/ANGAS,CHAUCHA / ANGAS,CHAUCHA / ANGAS,CHAUCHA / ANGAS,CHAUCHA / ANGAS,CHAUCHA / ANGAS,CHAUCHA / ANGAS,CHAUCHA / ANGAS,CHAUCHA / ANGAS,CHAUCHA / ANGAS
850,CHAUPI,CHAUPI,CHAUPI,CHAUPI,CHAUPI,CHAUPI,CHAUPI,CHAUPI,CHAUPI,CHAUPI,CHAUPI,CHAUPI
855,CHAVEZPAMBA,CHAVEZPAMBA,CHAVEZPAMBA,CHAVEZPAMBA,CHAVEZPAMBA,CHAVEZPAMBA,CHAVEZPAMBA,CHAVEZPAMBA,CHAVEZPAMBA,CHAVEZPAMBA,CHAVEZPAMBA,CHAVEZPAMBA
860,CHECA JIDCAY,CHECA JIDCAY,CHECA JIDCAY,CHECA JIDCAY,CHECA JIDCAY,CHECA JIDCAY,CHECA JIDCAY,CHECA JIDCAY,CHECA JIDCAY,CHECA JIDCAY,CHECA JIDCAY,CHECA JIDCAY
865,CHECA,CHECA,CHECA,CHECA,CHECA,CHECA,CHECA,CHECA,CHECA,CHECA,CHECA,CHECA
870,CHICAN / G.ORTEGA,CHICAN / G.ORTEGA,CHICAN / GUILLERMO ORTEGA,CHICAN / GUILLERMO ORTEGA,CHICAN / GUILLERMO ORTEGA,CHICAN / GUILLERMO ORTEGA,CHICAN / GUILLERMO ORTEGA,CHICAN / GUILLERMO ORTEGA,CHICAN / GUILLERMO ORTEGA,CHICAN / GUILLERMO ORTEGA,CHICAN / GUILLERMO ORTEGA,CHICAN / GUILLERMO ORTEGA
875,CHIGUAZA,CHIGUAZA,CHIGUAZA,CHIGUAZA,CHIGUAZA,CHIGUAZA,CHIGUAZA,CHIGUAZA,CHIGUAZA,CHIGUAZA,CHIGUAZA,CHIGUAZA
880,CHIGUINDA,CHIGUINDA,CHIGUINDA,CHIGUINDA,CHIGUINDA,CHIGUINDA,CHIGUINDA,CHIGUINDA,CHIGUINDA,CHIGUINDA,CHIGUINDA,CHIGUINDA
885,SAN GERARDO,SAN GERARDO,SAN GERARDO,SAN GERARDO,SAN GERARDO,SAN GERARDO,SAN GERARDO,SAN GERARDO,SAN GERARDO,SAN GERARDO,SAN GERARDO,SAN GERARDO
890,DUG-DUG,DUG-DUG,DUG-DUG,DUG-DUG,DUG-DUG,DUG-DUG,DUG-DUG,DUG-DUG,DUG-DUG,DUG-DUG,DUG-DUG,DUG-DUG
895,CHINCA,CHINCA,CHINCA,CHINCA,CHINCA,CHINCA,CHINCA,CHINCA,CHINCA,CHINCA,CHINCA,CHINCA
900,CHIQUICHA,CHIQUICHA,CHIQUICHA,CHIQUICHA,CHIQUICHA,CHIQUICHA,CHIQUICHA,CHIQUICHA,CHIQUICHA,CHIQUICHA,CHIQUICHA,CHIQUICHA
905,CHIQUINTAD,CHIQUINTAD,CHIQUINTAD,CHIQUINTAD,CHIQUINTAD,CHIQUINTAD,CHIQUINTAD,CHIQUINTAD,CHIQUINTAD,CHIQUINTAD,CHIQUINTAD,CHIQUINTAD
910,CHITAN DE NAVARRET,CHITAN DE NAVARRET,CHITAN DE NAVARRETES,CHITAN DE NAVARRETES,CHITAN DE NAVARRETES,CHITAN DE NAVARRETES,CHITAN DE NAVARRETES,CHITAN DE NAVARRETES,CHITAN DE NAVARRETES,CHITAN DE NAVARRETES,CHITAN DE NAVARRETES,CHITAN DE NAVARRETES
915,CHITO,CHITO,CHITO,CHITO,CHITO,CHITO,CHITO,CHITO,CHITO,CHITO,CHITO,CHITO
920,CHOBO,CHOBO,CHOBO,CHOBO,CHOBO,CHOBO,CHOBO,CHOBO,CHOBO,CHOBO,CHOBO,CHOBO
925,LA CANDELARIA,LA CANDELARIA,LA CANDELARIA,LA CANDELARIA,LA CANDELARIA,LA CANDELARIA,LA CANDELARIA,LA CANDELARIA,LA CANDELARIA,LA CANDELARIA,LA CANDELARIA,LA CANDELARIA
930,CHONTADURO,CHONTADURO,CHONTADURO,CHONTADURO,CHONTADURO,CHONTADURO,CHONTADURO,CHONTADURO,CHONTADURO,CHONTADURO,CHONTADURO,CHONTADURO
935,CHONTAMARCA,CHONTAMARCA,CHONTAMARCA,CHONTAMARCA,CHONTAMARCA,CHONTAMARCA,CHONTAMARCA,CHONTAMARCA,CHONTAMARCA,CHONTAMARCA,CHONTAMARCA,CHONTAMARCA
940,CHONTAPUNTA,CHONTAPUNTA,CHONTAPUNTA,CHONTAPUNTA,CHONTAPUNTA,CHONTAPUNTA,CHONTAPUNTA,CHONTAPUNTA,CHONTAPUNTA,CHONTAPUNTA,CHONTAPUNTA,CHONTAPUNTA
945,TUNDAYME,TUNDAYME,TUNDAYME,TUNDAYME,TUNDAYME,TUNDAYME,TUNDAYME,TUNDAYME,TUNDAYME,TUNDAYME,TUNDAYME,TUNDAYME
950,CHOROCOPTE,CHOROCOPTE,CHOROCOPTE,CHOROCOPTE,CHOROCOPTE,CHOROCOPTE,CHOROCOPTE,CHOROCOPTE,CHOROCOPTE,CHOROCOPTE,CHOROCOPTE,CHOROCOPTE
955,CHUGA,CHUGA,CHUGA,CHUGA,CHUGA,CHUGA,CHUGA,CHUGA,CHUGA,CHUGA,CHUGA,CHUGA
960,CHUGCHILAN,CHUGCHILAN,CHUGCHILAN,CHUGCHILAN,CHUGCHILAN,CHUGCHILAN,CHUGCHILAN,CHUGCHILAN,CHUGCHILAN,CHUGCHILAN,CHUGCHILAN,CHUGCHILAN
965,CHUMUNDE,CHUMUNDE,CHUMUNDE,CHUMUNDE,CHUMUNDE,CHUMUNDE,CHUMUNDE,CHUMUNDE,CHUMUNDE,CHUMUNDE,CHUMUNDE,CHUMUNDE
970,CHUPIANZA,CHUPIANZA,CHUPIANZA,CHUPIANZA,CHUPIANZA,CHUPIANZA,CHUPIANZA,CHUPIANZA,CHUPIANZA,CHUPIANZA,CHUPIANZA,CHUPIANZA
975,CHUQUIRIBAMBA,CHUQUIRIBAMBA,CHUQUIRIBAMBA,CHUQUIRIBAMBA,CHUQUIRIBAMBA,CHUQUIRIBAMBA,CHUQUIRIBAMBA,CHUQUIRIBAMBA,CHUQUIRIBAMBA,CHUQUIRIBAMBA,CHUQUIRIBAMBA,CHUQUIRIBAMBA
980,CHURA,CHURA,CHURA,CHURA,CHURA,CHURA,CHURA,CHURA,CHURA,CHURA,CHURA,CHURA
985,CHICANA,CHICANA,CHICANA,CHICANA,CHICANA,CHICANA,CHICANA,CHICANA,CHICANA,CHICANA,CHICANA,CHICANA
990,COCHAPAMBA,COCHAPAMBA,COCHAPAMBA,COCHAPAMBA,COCHAPAMBA,COCHAPAMBA,COCHAPAMBA,COCHAPAMBA,COCHAPAMBA,COCHAPAMBA,COCHAPAMBA,COCHAPAMBA
995,CASANGA,CASANGA,CASANGA,CASANGA,CASANGA,CASANGA,CASANGA,CASANGA,CASANGA,CASANGA,CASANGA,CASANGA
1000,YAMANA,YAMANA,YAMANA,YAMANA,YAMANA,YAMANA,YAMANA,YAMANA,YAMANA,YAMANA,YAMANA,YAMANA
1005,DANIEL CORDOVA T.,DANIEL CORDOVA T.,DANIEL CORDOVA TORAL,DANIEL CORDOVA TORAL,DANIEL CORDOVA TORAL,DANIEL CORDOVA TORAL,DANIEL CORDOVA TORAL,DANIEL CORDOVA TORAL,DANIEL CORDOVA TORAL,DANIEL CORDOVA TORAL,DANIEL CORDOVA TORAL,DANIEL CORDOVA TORAL
1010,DAULE,DAULE,DAULE,DAULE,DAULE,DAULE,DAULE,DAULE,DAULE,DAULE,DAULE,DAULE
1015,PACHICUTZA,PACHICUTZA,PACHICUTZA,PACHICUTZA,PACHICUTZA,PACHICUTZA,PACHICUTZA,PACHICUTZA,PACHICUTZA,PACHICUTZA,PACHICUTZA,PACHICUTZA
1020,G. DIAZ DE PINEDA,G. DIAZ DE PINEDA,GONZALO DIAZ DE PINEDA,GONZALO DIAZ DE PINEDA,GONZALO DIAZ DE PINEDA,GONZALO DIAZ DE PINEDA,GONZALO DIAZ DE PINEDA,GONZALO DIAZ DE PINEDA,GONZALO DIAZ DE PINEDA,GONZALO DIAZ DE PINEDA,GONZALO DIAZ DE PINEDA,GONZALO DIAZ DE PINEDA
1025,10 DE AGOSTO,10 DE AGOSTO,10 DE AGOSTO,10 DE AGOSTO,10 DE AGOSTO,10 DE AGOSTO,10 DE AGOSTO,10 DE AGOSTO,10 DE AGOSTO,10 DE AGOSTO,10 DE AGOSTO,10 DE AGOSTO
1030,10 DE AGOSTO,10 DE AGOSTO,10 DE AGOSTO,10 DE AGOSTO,10 DE AGOSTO,10 DE AGOSTO,10 DE AGOSTO,10 DE AGOSTO,10 DE AGOSTO,10 DE AGOSTO,10 DE AGOSTO,10 DE AGOSTO
1035,12 DE DICIEMBRE,12 DE DICIEMBRE,12 DE DICIEMBRE,12 DE DICIEMBRE,12 DE DICIEMBRE,12 DE DICIEMBRE,12 DE DICIEMBRE,12 DE DICIEMBRE,12 DE DICIEMBRE,12 DE DICIEMBRE,12 DE DICIEMBRE,12 DE DICIEMBRE
1040,DR MIGUEL EGAS/PEG,DR MIGUEL EGAS/PEG,DR MIGUEL EGAS/PEGUCHE,DR MIGUEL EGAS/PEGUCHE,DR MIGUEL EGAS/PEGUCHE,DR MIGUEL EGAS/PEGUCHE,DR MIGUEL EGAS/PEGUCHE,DR MIGUEL EGAS/PEGUCHE,DR MIGUEL EGAS/PEGUCHE,DR MIGUEL EGAS/PEGUCHE,DR MIGUEL EGAS/PEGUCHE,DR MIGUEL EGAS/PEGUCHE
1045,DURENO,DURENO,DURENO,DURENO,DURENO,DURENO,DURENO,DURENO,DURENO,DURENO,DURENO,DURENO
1050,PUERTO MURIALDO,PUERTO MURIALDO,PUERTO MURIALDO,PUERTO MURIALDO,PUERTO MURIALDO,PUERTO MURIALDO,PUERTO MURIALDO,PUERTO MURIALDO,PUERTO MURIALDO,PUERTO MURIALDO,PUERTO MURIALDO,PUERTO MURIALDO
1055,SAN RAFAEL,SAN RAFAEL,SAN RAFAEL,SAN RAFAEL,SAN RAFAEL,SAN RAFAEL,SAN RAFAEL,SAN RAFAEL,SAN RAFAEL,SAN RAFAEL,SAN RAFAEL,SAN RAFAEL
1060,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN
1065,BARRAGANETE,BARRAGANETE,BARRAGANETE,BARRAGANETE,BARRAGANETE,BARRAGANETE,BARRAGANETE,BARRAGANETE,BARRAGANETE,BARRAGANETE,BARRAGANETE,BARRAGANETE
1070,WILFRIDO LOOR MORE,WILFRIDO LOOR MORE,WILFRIDO LOOR MOREIRA,WILFRIDO LOOR MOREIRA,WILFRIDO LOOR MOREIRA,WILFRIDO LOOR MOREIRA,WILFRIDO LOOR MOREIRA,WILFRIDO LOOR MOREIRA,WILFRIDO LOOR MOREIRA,WILFRIDO LOOR MOREIRA,WILFRIDO LOOR MOREIRA,WILFRIDO LOOR MOREIRA
1075,SAN ISIDRO,SAN ISIDRO,SAN ISIDRO,SAN ISIDRO,SAN ISIDRO,SAN ISIDRO,SAN ISIDRO,SAN ISIDRO,SAN ISIDRO,SAN ISIDRO,SAN ISIDRO,SAN ISIDRO
1080,EL PARAISO,EL PARAISO,EL PARAISO,EL PARAISO,EL PARAISO,EL PARAISO,EL PARAISO,EL PARAISO,EL PARAISO,EL PARAISO,EL PARAISO,EL PARAISO
1085,JERUSALEN,JERUSALEN,JERUSALEN,JERUSALEN,JERUSALEN,JERUSALEN,JERUSALEN,JERUSALEN,JERUSALEN,JERUSALEN,JERUSALEN,JERUSALEN
1090,GONZALO PIZARRO,GONZALO PIZARRO,GONZALO PIZARRO,GONZALO PIZARRO,GONZALO PIZARRO,GONZALO PIZARRO,GONZALO PIZARRO,GONZALO PIZARRO,GONZALO PIZARRO,GONZALO PIZARRO,GONZALO PIZARRO,GONZALO PIZARRO
1095,SEVILLA,SEVILLA,SEVILLA,SEVILLA,SEVILLA,SEVILLA,SEVILLA,SEVILLA,SEVILLA,SEVILLA,SEVILLA,SEVILLA
1100,LA LIBERTAD,LA LIBERTAD,LA LIBERTAD,LA LIBERTAD,LA LIBERTAD,LA LIBERTAD,LA LIBERTAD,LA LIBERTAD,LA LIBERTAD,LA LIBERTAD,LA LIBERTAD,LA LIBERTAD
1105,SAN PABLO,SAN PABLO,SAN PABLO,SAN PABLO,SAN PABLO,SAN PABLO,SAN PABLO,SAN PABLO,SAN PABLO,SAN PABLO,SAN PABLO,SAN PABLO
1110,EL ALTAR,EL ALTAR,EL ALTAR,EL ALTAR,EL ALTAR,EL ALTAR,EL ALTAR,EL ALTAR,EL ALTAR,EL ALTAR,EL ALTAR,EL ALTAR
1115,EL ANEGADO,EL ANEGADO,EL ANEGADO,EL ANEGADO,EL ANEGADO,EL ANEGADO,EL ANEGADO,EL ANEGADO,EL ANEGADO,EL ANEGADO,EL ANEGADO,EL ANEGADO
1120,,NUEVO QUITO,NUEVO QUITO,NUEVO QUITO,NUEVO QUITO,NUEVO QUITO,NUEVO QUITO,NUEVO QUITO,NUEVO QUITO,NUEVO QUITO,NUEVO QUITO,NUEVO QUITO
1125,EL CARMELO/EL PUN/,EL CARMELO/EL PUN/,EL CARMELO/EL PUN/,EL CARMELO/EL PUN/,EL CARMELO/EL PUN/,EL CARMELO/EL PUN/,EL CARMELO/EL PUN/,EL CARMELO/EL PUN/,EL CARMELO/EL PUN/,EL CARMELO/EL PUN/,EL CARMELO/EL PUN/,EL CARMELO/EL PUN/
1130,EL CARMEN DE PIJIL,EL CARMEN DE PIJIL,EL CARMEN DE PIJILI,EL CARMEN DE PIJILI,EL CARMEN DE PIJILI,EL CARMEN DE PIJILI,EL CARMEN DE PIJILI,EL CARMEN DE PIJILI,EL CARMEN DE PIJILI,EL CARMEN DE PIJILI,EL CARMEN DE PIJILI,EL CARMEN DE PIJILI
1135,EL CISNE,EL CISNE,EL CISNE,EL CISNE,EL CISNE,EL CISNE,EL CISNE,EL CISNE,EL CISNE,EL CISNE,EL CISNE,EL CISNE
1140,STA.MARIANITA DE J,STA.MARIANITA DE J,SANTA MARIANITA DE JESUS,SANTA MARIANITA DE JESUS,SANTA MARIANITA DE JESUS,SANTA MARIANITA DE JESUS,SANTA MARIANITA DE JESUS,SANTA MARIANITA DE JESUS,SANTA MARIANITA DE JESUS,SANTA MARIANITA DE JESUS,SANTA MARIANITA DE JESUS,SANTA MARIANITA DE JESUS
1145,EL CHORRO,EL CHORRO,EL CHORRO,EL CHORRO,EL CHORRO,EL CHORRO,EL CHORRO,EL CHORRO,EL CHORRO,EL CHORRO,EL CHORRO,EL CHORRO
1150,EL GOALTAL/LAS JUN,EL GOALTAL/LAS JUN,EL GOALTAL / LAS JUNTAS,EL GOALTAL / LAS JUNTAS,EL GOALTAL / LAS JUNTAS,EL GOALTAL / LAS JUNTAS,EL GOALTAL / LAS JUNTAS,EL GOALTAL / LAS JUNTAS,EL GOALTAL / LAS JUNTAS,EL GOALTAL / LAS JUNTAS,EL GOALTAL / LAS JUNTAS,EL GOALTAL / LAS JUNTAS
1155,EL LIMO/MARIANA DE,EL LIMO/MARIANA DE,EL LIMO /MARIANA DE JESUS,EL LIMO /MARIANA DE JESUS,EL LIMO /MARIANA DE JESUS,EL LIMO /MARIANA DE JESUS,EL LIMO /MARIANA DE JESUS,EL LIMO /MARIANA DE JESUS,EL LIMO /MARIANA DE JESUS,EL LIMO /MARIANA DE JESUS,EL LIMO /MARIANA DE JESUS,EL LIMO /MARIANA DE JESUS
